userid,score,City,Gender,Age,Objects,Balance,Products,estimated_salary
15800817,673,Рыбинск,М,39,8,138160.0,1,110468.51
15710212,477,Ростов Великий,Ж,36,3,117700.86,1,74042.0
15780984,662,Ярославль,Ж,37,5,,2,151871.84
15714888,850,Ростов Великий,М,37,9,122506.38,1,199693.84
15716108,635,Ярославль,Ж,58,1,,1,58907.08
15630347,537,Ярославль,М,59,9,,2,103799.77
15846151,579,Ярославль,Ж,39,3,166501.17,2,93835.64
15758409,651,Рыбинск,Ж,46,4,89743.05,1,156425.57
15698384,610,Ярославль,Ж,25,2,,2,123723.83
15806349,581,Ярославль,М,30,1,,2,199464.08
15703121,592,Ярославль,М,39,7,,2,83084.33
15775997,688,Рыбинск,Ж,35,6,,1,25488.43
15838967,681,Ярославль,Ж,18,1,98894.39,1,9596.4
15667602,658,Ростов Великий,М,37,3,168735.74,2,70370.24
15666466,792,Ярославль,М,34,1,,1,86330.32
15710984,528,Ростов Великий,Ж,62,7,133201.17,1,168507.68
15737254,624,Рыбинск,Ж,36,0,,2,111605.9
15680764,562,Ростов Великий,М,31,4,127237.25,2,143317.42
15838631,678,Ростов Великий,М,36,1,117864.85,2,27619.06
15737112,705,Ростов Великий,Ж,64,3,153469.26,3,146573.66
15711940,650,Ростов Великий,М,23,4,93911.3,2,69055.45
15816515,593,Рыбинск,Ж,46,2,76597.79,1,54453.72
15623418,652,Ярославль,Ж,40,4,79927.36,2,33524.6
15811266,554,Рыбинск,Ж,27,4,,2,135083.73
15715611,584,Ростов Великий,М,32,8,40172.91,1,137439.34
15659818,516,Ярославль,М,33,7,115195.58,1,11205.5
15803250,789,Ростов Великий,Ж,43,9,116644.29,2,60176.1
15804511,598,Ростов Великий,М,20,8,180293.84,2,29552.7
15842700,669,Ростов Великий,Ж,30,7,139872.81,1,188795.85
15736642,645,Ярославль,Ж,24,3,34547.82,1,11638.17
15782250,659,Ярославль,Ж,32,9,,2,93155.75
15799662,833,Ростов Великий,М,29,1,96462.25,2,48986.18
15813720,697,Рыбинск,Ж,40,7,130334.35,2,116951.1
15746715,580,Ростов Великий,М,39,3,119688.81,1,137041.26
15844557,691,Ярославль,М,38,1,,2,44653.5
15753764,534,Ярославль,М,52,1,,3,104035.41
15834578,478,Ярославль,Ж,32,6,71187.24,1,110593.62
15788863,572,Ярославль,Ж,47,2,,2,36099.7
15706361,501,Ярославль,М,37,4,,2,12470.3
15647627,624,Рыбинск,Ж,38,8,,2,95403.41
15632402,595,Ярославль,Ж,39,9,136422.41,1,151757.81
15670617,603,Ярославль,М,30,8,,2,47536.46
15707631,602,Ярославль,Ж,25,0,,2,101274.17
15718830,500,Ярославль,Ж,34,6,,1,140268.45
15804456,422,Ярославль,М,41,6,153238.88,1,11663.09
15654697,615,Ярославль,М,35,7,,2,150784.29
15722903,635,Ярославль,Ж,78,6,47536.4,1,119400.08
15805279,711,Ярославль,Ж,32,1,,2,126188.42
15701211,834,Ярославль,М,36,8,142882.49,1,89983.02
15822479,633,Ярославль,Ж,44,7,,2,29761.29
15704268,650,Ярославль,Ж,31,1,160566.11,2,27073.81
15825096,743,Ростов Великий,М,65,2,131935.51,1,96399.67
15810644,567,Ярославль,М,38,6,127678.8,2,45422.89
15719841,706,Ростов Великий,Ж,46,4,105214.58,1,108699.59
15684210,638,Ярославль,М,46,9,139859.54,1,38967.29
15667187,641,Ярославль,Ж,38,3,,2,116466.19
15620721,574,Ярославль,Ж,34,5,112324.45,2,17993.43
15614402,642,Ростов Великий,М,30,8,134497.27,1,43250.54
15826427,722,Рыбинск,Ж,35,1,120171.58,1,125240.8
15713908,623,Ярославль,М,23,1,106012.2,2,191415.94
15774496,681,Ярославль,М,25,5,,1,90860.97
15628335,530,Ярославль,Ж,34,8,,2,141872.52
15827694,797,Ярославль,Ж,55,10,,4,49418.87
15777260,653,Ярославль,М,51,3,,1,170426.65
15656839,850,Ростов Великий,М,42,8,119839.69,1,51016.02
15837631,581,Рыбинск,М,34,1,,2,81175.25
15815117,589,Ростов Великий,М,38,8,92219.21,1,99106.97
15753289,555,Ростов Великий,М,48,3,142055.41,2,79134.78
15692028,748,Ярославль,Ж,49,7,29602.08,1,163550.58
15835301,745,Ярославль,Ж,46,7,,2,67769.94
15760981,730,Ярославль,М,34,1,,2,126592.01
15745853,565,Ярославль,Ж,44,1,,2,89602.81
15800872,778,Ярославль,М,37,3,141803.77,1,179421.84
15842668,812,Ярославль,М,24,10,,2,156906.15
15676252,526,Ярославль,М,42,1,,1,168486.02
15665268,708,Ярославль,Ж,47,0,126589.12,2,132730.07
15841696,680,Ярославль,М,33,2,108393.35,1,39057.67
15741400,567,Рыбинск,М,43,2,115643.58,2,174606.35
15746350,564,Рыбинск,М,48,5,132876.23,1,79259.77
15741931,709,Ярославль,Ж,24,3,110949.41,1,168515.61
15753279,629,Ярославль,М,46,1,130666.2,1,161125.67
15738235,510,Ярославль,Ж,45,10,103821.47,2,77878.62
15665057,506,Ярославль,Ж,32,3,,1,80823.02
15758480,605,Ярославль,М,39,7,,1,119348.28
15830887,650,Рыбинск,М,32,1,132187.73,2,178331.36
15729889,850,Ростов Великий,М,49,8,98649.55,1,119174.88
15727694,489,Ростов Великий,М,38,2,126444.08,2,82662.73
15748852,659,Ростов Великий,Ж,30,8,154159.51,1,40441.1
15783293,753,Ярославль,Ж,43,5,,2,109881.71
15750027,477,Ростов Великий,М,48,8,129250.0,2,157937.35
15626089,610,Рыбинск,Ж,45,3,,1,38276.84
15803760,619,Ярославль,Ж,33,2,167733.51,2,65222.48
15673445,619,Ростов Великий,Ж,31,2,56116.3,2,2181.94
15682326,758,Ярославль,Ж,30,3,141581.08,1,156249.06
15702135,516,Ростов Великий,М,50,7,139675.07,2,45591.23
15609814,789,Ярославль,Ж,27,8,66201.96,1,79458.12
15739109,687,Ярославль,Ж,44,9,,2,103042.2
15829353,485,Ростов Великий,М,34,3,133658.24,1,70209.83
15700185,446,Ростов Великий,М,25,3,136202.78,1,176743.51
15715330,597,Ярославль,Ж,60,0,131778.08,1,10703.53
15756976,712,Рыбинск,М,74,5,,2,151425.82
15824880,522,Ярославль,Ж,34,3,,2,3894.34
15707744,805,Ростов Великий,Ж,26,8,42712.87,2,28861.69
15624469,781,Ярославль,Ж,28,4,,2,177703.15
15794128,689,Рыбинск,Ж,57,4,,2,136649.8
15828551,670,Ростов Великий,М,31,1,142631.54,2,175894.24
15706950,670,Ярославль,М,33,2,141204.65,2,76257.46
15622732,524,Ростов Великий,Ж,25,7,131402.21,1,193668.49
15717988,734,Рыбинск,Ж,39,3,92636.96,2,125671.29
15622353,489,Ярославль,Ж,51,3,,2,174098.28
15636712,578,Ростов Великий,Ж,31,5,102088.68,4,187866.21
15758777,622,Рыбинск,М,39,9,,2,100862.36
15697225,843,Ярославль,Ж,38,8,134887.53,1,10804.04
15779038,687,Ярославль,М,48,4,,2,170893.85
15848645,700,Рыбинск,М,28,8,159900.38,1,22698.56
15615498,410,Ростов Великий,Ж,50,2,102278.79,2,89822.48
15767368,537,Ярославль,Ж,41,0,,2,175262.49
15713152,780,Ярославль,Ж,43,0,,1,15705.27
15792264,652,Рыбинск,М,58,6,,2,170025.43
15621519,620,Ростов Великий,М,35,0,76989.97,1,17242.79
15623455,697,Ярославль,Ж,23,10,,2,79734.23
15699029,786,Ярославль,М,35,3,,2,92712.97
15734611,850,Ростов Великий,Ж,39,5,114491.82,1,99689.48
15639606,749,Ростов Великий,М,54,3,144768.94,1,93336.3
15823506,445,Ярославль,М,31,7,145056.59,1,175893.53
15794227,443,Ростов Великий,М,50,3,117206.3,1,42840.18
15748936,637,Ростов Великий,М,41,2,138014.4,2,140298.24
15851410,616,Ростов Великий,Ж,45,6,128352.59,3,144000.59
15684147,756,Ярославль,Ж,23,1,112568.31,1,113408.11
15807397,644,Ярославль,М,33,2,,1,96420.58
15732228,850,Ростов Великий,М,41,1,176958.46,2,125806.3
15645141,703,Ростов Великий,Ж,38,9,99167.54,1,65720.92
15653007,684,Рыбинск,Ж,42,3,103210.27,1,31002.03
15834516,706,Ростов Великий,Ж,48,10,104478.12,3,158248.71
15631883,580,Рыбинск,М,61,8,125921.37,1,94677.83
15799711,777,Рыбинск,Ж,35,3,,2,17257.72
15772318,676,Ростов Великий,М,48,3,80697.44,1,101397.86
15785707,708,Ярославль,Ж,44,2,161887.81,2,84870.23
15610782,809,Ярославль,М,24,7,109558.36,1,183515.13
15737626,588,Ярославль,М,38,1,124271.26,1,75969.19
15779699,623,Ярославль,М,43,1,,2,146379.3
15689226,537,Рыбинск,М,42,1,190569.23,1,127154.8
15650050,536,Рыбинск,М,53,2,143923.96,1,2019.78
15619481,769,Ярославль,М,48,2,96542.16,2,197885.72
15712342,690,Ярославль,М,33,5,,2,138017.68
15780568,771,Рыбинск,М,45,0,139825.56,1,170984.97
15724726,497,Ростов Великий,М,24,6,111769.14,2,55859.27
15800786,622,Рыбинск,М,37,4,,2,4459.5
15830584,602,Рыбинск,М,30,9,113672.18,2,102135.92
15756330,543,Ярославль,Ж,32,7,147256.86,1,112771.95
15630922,520,Рыбинск,М,45,7,107023.03,1,32903.93
15829475,669,Ярославль,М,37,1,125529.55,1,162260.93
15742203,631,Рыбинск,Ж,41,0,,1,87959.83
15723442,537,Ростов Великий,М,48,4,131834.8,1,166476.95
15688453,732,Ярославль,М,62,2,,2,25438.87
15791333,844,Рыбинск,М,56,5,99529.7,1,157230.06
15816445,838,Рыбинск,М,35,0,,2,197305.91
15672523,652,Ярославль,М,27,10,107303.72,2,44435.76
15703743,660,Ярославль,М,33,0,72783.42,1,181051.99
15729548,692,Рыбинск,Ж,44,8,,1,159069.37
15796849,588,Ярославль,Ж,35,0,,2,155485.24
15792225,533,Ростов Великий,Ж,22,10,115743.6,1,43852.05
15617088,850,Ярославль,М,43,4,161256.53,1,140071.57
15744017,511,Ярославль,М,27,8,,2,49089.36
15854721,530,Рыбинск,М,44,6,,2,55893.37
15756241,554,Ярославль,М,31,1,,2,192660.55
15728389,585,Ростов Великий,Ж,40,3,162261.01,2,137028.51
15801567,754,Ярославль,М,39,3,74896.33,1,34430.16
15661510,474,Ярославль,М,54,3,,1,108409.17
15807184,837,Ростов Великий,М,35,0,144037.6,1,145325.32
15653760,567,Ярославль,Ж,23,9,93522.2,1,81425.61
15780956,800,Рыбинск,М,38,1,,2,51553.43
15848500,646,Ярославль,М,18,10,,2,52795.15
15623223,627,Ростов Великий,М,38,8,106922.92,2,84270.09
15718523,505,Ярославль,М,26,8,112972.57,1,145011.62
15626316,566,Ростов Великий,Ж,35,1,123042.0,1,66245.44
15823390,619,Ростов Великий,Ж,33,3,100488.92,2,36446.74
15737770,757,Ярославль,Ж,44,4,123322.15,1,137136.29
15848407,648,Ярославль,М,32,0,,1,117323.31
15833394,621,Рыбинск,М,42,8,68683.68,1,74157.71
15621384,543,Ростов Великий,М,49,6,59532.18,1,104253.56
15777723,658,Ярославль,Ж,43,7,140260.36,2,2748.72
15764476,633,Ростов Великий,М,50,7,88302.65,1,195937.16
15684558,648,Ярославль,Ж,19,1,,2,22101.86
15808386,501,Ростов Великий,М,40,5,114655.58,1,126535.92
15831292,683,Ярославль,Ж,42,4,148283.94,1,44692.63
15619286,619,Рыбинск,Ж,38,1,,1,112442.63
15664966,705,Ярославль,Ж,35,3,,2,66331.01
15696673,638,Ростов Великий,Ж,53,1,123916.67,1,16657.68
15786274,710,Ярославль,Ж,31,1,,2,20081.3
15634476,590,Ярославль,Ж,54,4,,2,93820.49
15692822,725,Ярославль,М,43,2,165896.0,2,130795.52
15761509,638,Ярославль,Ж,32,0,,2,160129.99
15657876,791,Ярославль,М,36,6,111168.97,1,189969.91
15687097,702,Ярославль,Ж,40,1,103549.24,1,9712.52
15817272,607,Ярославль,Ж,32,6,,2,196062.01
15661397,535,Ярославль,М,30,6,103804.97,1,125710.53
15647756,651,Ярославль,М,45,2,165901.59,2,23054.51
15804870,506,Ростов Великий,М,59,8,119152.1,2,170679.74
15728015,511,Рыбинск,Ж,57,8,122950.31,1,181258.76
15625585,757,Ярославль,Ж,51,1,,1,22835.13
15698146,768,Ростов Великий,М,49,1,133384.66,1,102397.22
15691865,757,Ярославль,М,32,9,,2,115950.96
15745116,663,Рыбинск,М,64,6,,2,15876.52
15801803,537,Ростов Великий,Ж,37,7,158411.95,4,117690.58
15725763,570,Ростов Великий,М,29,4,122028.65,2,173792.77
15640223,850,Ярославль,Ж,35,5,,1,80992.8
15805992,661,Ростов Великий,Ж,64,8,128751.65,2,189398.18
15662847,659,Ярославль,М,54,8,133436.52,1,56787.8
15665789,454,Рыбинск,М,40,2,123177.01,1,148309.98
15638328,708,Ярославль,Ж,59,2,,1,179673.11
15782808,720,Ярославль,Ж,37,2,120328.88,2,138470.21
15820741,785,Ярославль,Ж,39,1,130147.98,1,163798.41
15626014,743,Рыбинск,Ж,36,8,92716.96,1,33693.78
15643999,493,Рыбинск,Ж,48,7,,2,48545.1
15751958,557,Рыбинск,М,34,3,,1,123427.98
15756685,850,Ярославль,М,40,1,76914.21,1,174183.44
15760442,799,Ярославль,Ж,32,3,106045.92,2,17938.0
15798807,756,Ярославль,М,34,1,103133.26,1,90059.04
15739300,752,Ярославль,М,38,0,145974.79,2,137694.23
15700373,696,Рыбинск,Ж,36,3,,3,65039.9
15798599,630,Рыбинск,Ж,49,1,,2,162858.29
15762594,659,Рыбинск,Ж,38,9,,2,35701.06
15731612,685,Рыбинск,М,39,9,,2,18826.06
15741264,599,Рыбинск,Ж,31,3,,1,130086.47
15813081,559,Рыбинск,Ж,31,1,139183.06,1,143360.56
15804242,615,Рыбинск,М,19,5,,2,159920.92
15759355,580,Ростов Великий,Ж,36,3,74974.89,1,12099.67
15831103,487,Рыбинск,М,44,6,61691.45,1,53087.98
15752187,646,Ростов Великий,Ж,35,1,121952.75,2,142839.82
15683157,811,Ярославль,Ж,35,7,,1,178.19
15622804,526,Рыбинск,М,35,5,,2,105618.14
15719859,767,Рыбинск,М,37,7,,2,24734.25
15662537,548,Ярославль,Ж,33,1,80107.83,2,82245.67
15624982,737,Рыбинск,Ж,45,2,,2,177695.67
15754579,613,Ростов Великий,М,40,1,147856.82,3,107961.11
15722782,711,Рыбинск,М,36,8,,2,55207.41
15846867,850,Рыбинск,Ж,53,7,65407.16,2,182633.63
15765347,752,Ярославль,Ж,53,8,114233.18,1,51587.04
15771960,710,Ярославль,Ж,37,5,,2,115403.31
15854324,664,Рыбинск,Ж,53,7,187602.18,1,186392.99
15744874,510,Ярославль,Ж,22,3,156834.34,1,44374.44
15792535,577,Ярославль,Ж,34,2,,2,84033.35
15795621,529,Ярославль,М,42,1,157498.9,1,82276.62
15717668,757,Рыбинск,Ж,44,9,,2,177528.92
15786564,691,Ярославль,М,41,2,,1,56850.92
15684758,621,Рыбинск,М,34,8,,1,47972.65
15789197,709,Рыбинск,М,35,2,,2,104982.39
15852727,756,Рыбинск,М,19,4,130274.22,1,133535.29
15830058,788,Ярославль,Ж,41,6,,1,25571.37
15618234,705,Ярославль,Ж,39,5,149379.66,2,96075.55
15734123,483,Ярославль,М,29,9,,1,81634.45
15808193,719,Рыбинск,М,35,1,100829.94,1,165008.97
15708909,793,Ростов Великий,Ж,32,1,96408.98,1,138191.81
15670113,593,Ярославль,М,41,6,,2,99136.49
15699419,551,Ярославль,М,52,1,,1,63584.55
15722546,690,Ярославль,М,39,6,,2,160532.88
15649046,823,Ярославль,М,71,5,149105.08,1,162683.06
15799607,512,Рыбинск,М,39,3,,1,134878.19
15652738,802,Рыбинск,М,41,5,,2,134626.3
15610538,450,Рыбинск,Ж,34,2,,2,175480.93
15788188,651,Ростов Великий,М,41,1,90218.11,1,174337.68
15659988,697,Ярославль,Ж,33,1,87347.7,1,172524.51
15795984,611,Ярославль,М,28,2,,2,25395.83
15653491,643,Ярославль,Ж,33,0,137811.75,1,184856.89
15704974,822,Ярославль,М,37,3,105563.0,1,182624.93
15841922,632,Ярославль,М,38,4,,2,192505.62
15729677,575,Рыбинск,Ж,26,7,,2,112507.63
15643908,672,Ярославль,М,31,6,91125.75,1,177295.92
15766594,517,Рыбинск,М,39,3,,2,12465.51
15658632,621,Рыбинск,М,39,8,,2,36122.96
15780383,775,Ростов Великий,Ж,77,6,135120.56,1,37836.64
15625577,600,Ярославль,М,29,8,,2,34747.43
15802826,640,Ярославль,М,28,7,,2,131097.9
15631323,752,Ярославль,Ж,36,1,86837.95,1,105280.55
15725893,613,Ярославль,М,26,4,100446.57,1,149653.81
15736945,484,Ярославль,Ж,32,3,,2,139390.99
15698611,511,Ярославль,Ж,33,3,,2,132436.71
15848440,745,Ярославль,Ж,32,2,,4,179705.13
15787525,786,Рыбинск,Ж,32,6,114512.59,1,15796.66
15842093,727,Ярославль,М,35,5,136364.46,1,142754.71
15768889,622,Ярославль,М,31,5,106260.67,1,2578.43
15756082,794,Ярославль,М,24,10,146126.75,1,88992.05
15707789,636,Рыбинск,М,52,4,111284.53,1,32936.44
15635115,741,Рыбинск,Ж,42,9,121056.63,2,39122.58
15735335,687,Ярославль,М,34,5,128270.56,1,191092.62
15663494,660,Рыбинск,М,30,4,,2,129149.06
15680164,660,Ярославль,М,35,7,,2,13218.6
15851125,617,Ярославль,Ж,79,7,,1,160589.18
15849739,762,Ярославль,М,32,10,191775.65,1,179657.83
15745648,752,Рыбинск,Ж,35,2,,1,44335.54
15633359,561,Рыбинск,М,34,4,85141.79,2,29217.37
15770814,609,Ярославль,М,26,10,126392.18,1,43651.49
15750992,803,Ярославль,М,28,3,,2,159654.0
15625071,556,Ярославль,Ж,40,9,129860.37,1,17992.94
15691886,531,Ярославль,Ж,53,5,127642.44,1,141501.45
15734383,411,Ярославль,Ж,35,2,,2,93825.78
15711006,587,Ростов Великий,Ж,44,5,125584.17,2,41852.24
15667556,683,Рыбинск,М,56,7,50911.21,3,97629.31
15778990,654,Ярославль,М,29,2,91955.61,1,37065.66
15763550,670,Ростов Великий,Ж,36,2,84266.44,2,38614.69
15685733,655,Ярославль,Ж,36,2,147149.59,1,87816.86
15735936,752,Ярославль,Ж,36,7,,2,184866.86
15667332,534,Ярославль,Ж,23,5,104822.45,1,160176.47
15849903,635,Ярославль,М,42,1,146766.72,2,164357.1
15703037,491,Ростов Великий,М,70,6,148745.92,2,17818.33
15635830,516,Ярославль,М,27,9,,1,142680.64
15660975,530,Ярославль,Ж,48,0,,1,85081.09
15616873,687,Рыбинск,М,35,3,,2,176450.19
15657476,684,Ярославль,Ж,41,6,135203.81,2,121967.88
15616807,706,Ростов Великий,М,23,2,93301.97,2,127187.04
15713884,490,Ростов Великий,М,33,5,96341.0,2,108313.34
15764657,796,Ярославль,М,44,8,165326.2,1,57205.55
15760731,849,Ярославль,М,27,0,,2,157891.86
15674786,779,Ярославль,Ж,41,10,99786.2,1,86927.53
15689847,794,Рыбинск,Ж,22,4,114440.24,1,107753.07
15802727,748,Рыбинск,М,36,4,141573.55,1,82158.14
15832940,663,Рыбинск,Ж,22,9,,1,29135.89
15729516,645,Рыбинск,Ж,55,1,133676.65,1,17095.49
15683227,464,Ярославль,Ж,33,10,147493.7,2,100447.53
15825961,737,Ярославль,М,54,9,,1,83470.4
15777174,590,Ярославль,Ж,29,4,,2,121846.81
15731496,522,Ростов Великий,Ж,37,3,95022.57,1,129107.59
15810860,648,Ярославль,Ж,34,3,,1,54726.43
15704066,754,Ярославль,М,37,6,,1,116141.72
15824008,669,Ярославль,М,50,4,149713.61,3,124872.42
15616624,648,Ростов Великий,Ж,43,1,107963.38,1,186438.86
15618594,763,Ярославль,М,40,3,,2,134281.11
15688673,790,Рыбинск,М,32,3,,1,91044.47
15745073,581,Ярославль,М,37,7,,2,74320.75
15807273,703,Ярославль,М,43,8,,2,9704.66
15662352,571,Ярославль,Ж,33,9,102017.25,2,128600.49
15627869,657,Рыбинск,Ж,27,8,,2,6468.24
15616707,737,Ярославль,М,44,7,,2,57898.58
15622169,793,Рыбинск,М,29,8,96674.55,2,192120.66
15819781,783,Рыбинск,Ж,44,3,81811.71,1,164213.53
15654316,751,Рыбинск,М,33,4,79281.61,1,117547.76
15657514,579,Ярославль,М,31,6,,2,26149.25
15814486,655,Ростов Великий,Ж,36,10,122314.39,1,9181.66
15636016,614,Ростов Великий,М,43,8,140733.74,1,166588.76
15612010,678,Ростов Великий,М,49,2,116933.11,1,195053.58
15697144,562,Рыбинск,М,41,5,165445.04,2,85787.31
15700204,711,Ростов Великий,Ж,53,5,123805.03,1,102428.51
15656949,620,Ярославль,М,37,0,107548.94,1,71175.94
15632605,437,Ярославль,М,49,9,111634.29,2,166440.32
15735941,691,Ростов Великий,Ж,41,8,109153.96,3,148848.76
15839849,552,Рыбинск,Ж,34,4,,2,140286.69
15719694,765,Ростов Великий,М,34,5,86055.17,2,104220.5
15782328,707,Ростов Великий,Ж,51,10,98438.23,1,70778.63
15698999,764,Рыбинск,М,29,5,,2,65868.28
15679608,585,Ярославль,Ж,32,8,144705.87,2,171482.56
15632171,784,Ярославль,М,31,7,,2,143204.41
15683200,605,Ярославль,М,41,5,91612.91,1,28427.84
15766587,699,Рыбинск,М,40,2,,1,78387.32
15764858,544,Ярославль,Ж,40,7,,1,161076.92
15739588,803,Ярославль,Ж,32,9,192122.84,1,54277.45
15677672,735,Ярославль,М,41,7,179904.0,1,137180.95
15618671,673,Ярославль,М,59,0,178058.06,2,21063.71
15677227,652,Ярославль,М,30,2,176166.56,2,152210.81
15671266,694,Ярославль,М,42,3,156864.2,2,88890.75
15721456,741,Ярославль,Ж,44,7,,2,190534.76
15670735,590,Рыбинск,М,30,3,,2,83090.35
15613980,809,Рыбинск,Ж,33,3,,2,141426.78
15782667,523,Ярославль,М,34,2,161588.89,1,51358.66
15848992,540,Ярославль,М,48,2,109349.29,1,88703.04
15829994,596,Рыбинск,Ж,29,6,,2,116696.77
15749199,597,Ярославль,Ж,36,9,,2,7156.09
15733740,407,Рыбинск,М,37,1,,1,49161.12
15834964,748,Ярославль,М,60,0,152335.7,1,126743.33
15776183,562,Ярославль,Ж,51,1,124662.54,1,65390.46
15721798,734,Ростов Великий,Ж,47,10,91522.04,2,138835.91
15637145,710,Ярославль,М,45,1,,2,36154.66
15656552,539,Рыбинск,Ж,39,6,62052.28,1,59755.14
15724727,542,Ярославль,М,32,7,107871.72,1,125302.64
15838810,717,Ярославль,Ж,36,2,99472.76,2,94274.72
15668677,682,Рыбинск,Ж,50,10,128039.01,1,102260.16
15657752,515,Ярославль,М,33,2,,2,136028.97
15791150,526,Рыбинск,Ж,33,8,114634.63,2,110114.38
15793939,702,Ярославль,М,26,5,56738.47,2,100442.22
15705394,651,Ростов Великий,М,34,2,90355.12,2,193597.94
15617604,792,Ростов Великий,М,36,5,115725.24,2,1871.25
15833018,817,Ростов Великий,М,58,3,114327.59,2,42831.11
15805663,674,Ростов Великий,Ж,36,6,100762.64,1,182156.86
15846192,641,Ярославль,Ж,40,9,,1,151648.66
15814593,513,Рыбинск,М,39,7,89039.9,2,146738.83
15743337,561,Ярославль,М,34,1,78829.53,1,12148.2
15612406,627,Ростов Великий,М,30,6,112372.96,1,118029.09
15815077,682,Ростов Великий,М,81,6,122029.15,1,50783.88
15704284,683,Ярославль,Ж,29,0,157829.12,1,129891.66
15830333,420,Ростов Великий,Ж,31,1,108377.75,2,9904.63
15849649,670,Ярославль,Ж,54,2,95507.12,1,63213.31
15847598,505,Ростов Великий,М,43,6,127146.68,1,137565.87
15835722,580,Ростов Великий,М,24,1,133811.78,1,17185.95
15668368,577,Ярославль,М,36,3,121092.47,2,143783.46
15770439,773,Ростов Великий,М,34,10,126979.75,1,36823.28
15649009,616,Ярославль,М,37,5,144235.73,2,154957.66
15842388,763,Ярославль,Ж,38,0,152582.2,2,31892.82
15757783,640,Рыбинск,М,43,9,172478.15,1,191084.4
15827423,592,Ярославль,М,36,1,126477.42,1,179718.17
15658058,528,Рыбинск,М,43,7,97473.87,2,159823.16
15764808,630,Ярославль,М,53,5,138053.67,1,114110.97
15689520,529,Ярославль,Ж,31,2,164003.05,2,60993.23
15687428,546,Ярославль,Ж,47,8,,1,66408.01
15713090,753,Ярославль,Ж,62,6,,2,136398.9
15759093,772,Рыбинск,Ж,39,4,122486.11,2,140709.25
15829453,567,Ярославль,М,36,1,,2,8555.73
15814119,628,Ростов Великий,Ж,45,6,53667.44,1,115022.94
15692529,658,Ярославль,М,20,7,,2,187638.34
15774279,679,Рыбинск,М,58,9,109327.65,1,3829.13
15727252,629,Рыбинск,М,34,1,121151.05,1,119357.93
15719985,731,Рыбинск,М,42,9,101043.63,1,192175.52
15624261,775,Ростов Великий,М,33,3,83501.66,2,128841.31
15671156,660,Рыбинск,М,33,2,80462.24,1,150422.35
15643214,752,Ярославль,М,39,3,,1,188187.05
15637238,655,Ярославль,М,37,6,109093.41,2,1775.52
15827097,543,Рыбинск,Ж,46,5,140355.6,1,85086.78
15810362,811,Ярославль,М,42,10,,2,3797.79
15675257,689,Ростов Великий,М,45,0,130170.82,2,150856.38
15707824,531,Ярославль,Ж,42,2,,2,90537.47
15694820,515,Ярославль,М,40,0,109542.29,1,166370.81
15617497,466,Ярославль,Ж,41,3,33563.95,2,178994.13
15772251,782,Ярославль,М,36,1,148795.17,2,195681.43
15724806,611,Ярославль,М,64,9,,2,53277.15
15786553,621,Ростов Великий,М,40,8,174126.75,3,172490.78
15614894,604,Рыбинск,М,41,3,,1,11819.84
15627213,655,Рыбинск,Ж,35,1,106405.03,1,82900.25
15657629,689,Рыбинск,М,38,2,,1,82709.8
15708699,681,Рыбинск,М,30,2,128393.29,1,180593.45
15655260,643,Ростов Великий,М,41,2,127841.52,1,172363.41
15639698,617,Ярославль,Ж,24,4,137295.19,2,91195.12
15787678,638,Рыбинск,Ж,55,2,155828.22,1,108987.25
15616014,743,Ярославль,М,39,6,,2,44265.28
15759792,828,Ростов Великий,Ж,25,7,144351.86,1,116613.26
15838617,776,Рыбинск,М,35,8,106365.29,1,148527.56
15801675,540,Ростов Великий,М,35,7,127801.88,1,84239.46
15834986,616,Ростов Великий,Ж,45,4,122793.96,1,62002.04
15783142,628,Ростов Великий,М,38,10,113525.84,1,46044.48
15810873,667,Рыбинск,Ж,23,6,136100.69,2,169669.33
15611856,615,Ярославль,М,30,7,,2,156346.84
15766457,543,Ярославль,М,30,4,140916.81,1,157711.18
15819858,553,Ярославль,Ж,31,4,,2,89087.4
15785417,554,Ростов Великий,М,26,4,121365.39,1,8742.36
15624826,684,Рыбинск,Ж,36,4,,1,117038.96
15753990,452,Ярославль,Ж,35,7,,2,164241.67
15817803,606,Ярославль,М,47,3,93578.68,2,137720.56
15645587,629,Ярославль,М,40,9,,1,106.67
15845593,659,Рыбинск,Ж,33,8,115409.6,1,1539.21
15743911,493,Ярославль,Ж,33,8,90791.69,1,59659.53
15825755,794,Ярославль,Ж,62,9,123681.32,3,173586.63
15771648,554,Ярославль,Ж,44,6,92436.86,1,126033.9
15628316,796,Ростов Великий,Ж,52,9,167194.36,1,62808.93
15626216,807,Ярославль,Ж,36,4,,2,147007.33
15663077,500,Ростов Великий,М,44,9,160838.13,2,196261.64
15656622,722,Рыбинск,М,43,1,,1,44560.17
15835652,559,Рыбинск,Ж,40,7,144470.77,1,18917.95
15753144,584,Рыбинск,Ж,38,3,,2,4525.4
15641431,834,Ростов Великий,Ж,68,9,130169.27,2,93112.2
15692090,754,Рыбинск,М,35,4,,2,9658.41
15780292,590,Ярославль,М,43,7,81076.8,2,182627.25
15714346,740,Ярославль,М,36,7,,1,13177.4
15667828,502,Ростов Великий,Ж,57,3,101465.31,1,43568.31
15783768,733,Ярославль,М,48,5,,1,117830.57
15792750,755,Ростов Великий,Ж,37,0,113865.23,2,117396.25
